Reviews,Rating
Teenagers BEWARE,2
excellent surroundings but isolated location,4
Good but not 5star,4
relax re-energise in this Stunning Hotel,5
Wonderful Honeymoon,5
Stunning 5 star hotel,5
First time to Rhodes -,3
very nice,4
Absolute bliss!,5
paradise,5
Beautiful and Fantastic Hotel,5
"Atrium , Peaceful & Comfortable",4
Magical hotel in a stunning setting,5
wonderful experience,5
Excellent!!!,5
Mediocre,3
Nice hotel....choose your room carefully!,3
Great Relaxing Holiday,4
An Oasis,3
"Wonderful hotel/spa, marvellous experience",5
Advertised as 5 star - It isn't (But its not all bad either!),3
A wonderful honeymoon hotel,5
still the best,5
An elegant and relaxing retreat,5
wonderful Gardens,5
Absolutely Fabulous,5
Go there!,5
Best hotel i have ever been to,5
A lovely hotel with great staff,4
Top Place to stay and centrally located,5
what a hotel!,5
Great!,5
Fantastic place for a holiday,5
Great Place!,5
"Atrium Palace, Rhodes, Greece",5
"In an island of overpriced accommodations, Stelios was an affordable joy for me.",4
A room with a view!,5
Good Stay,5
Would Definitely Stay Again!,4
Ok if you want to party ,3
Expected more for the price,3
Book a room in this hotel and see if you ever get it!!!!!,1
Strange but good value...for Mykonos.,3
Wow the top view of mykonos,5
Great location! everything is walking distance!,4
"Nice, clean pension",4
Well located mid range place,4
"""perfect location, clean, sea views and a very helpful host!""",4
Cleaning and management to improve,2
Good Spot ,4
Awesome view,5
Horrible experience  !!!! ,1
Great Place,5
amazing spot!!!,5
Ok place,3
Great place for booking last minute. ,4
They overbook their rooms in summer,2
"STAY AWAY! DON'T BOOK HERE! AWFUL, BAD & RUDE MANAGER. NO WIFI",1
Disappointing experience,1
Great Value,5
Great rooms for great value,5
nice view,3
Great value!,5
Good location - No free breakfast,3
"Good for what it is, depending on what your looking for. ",3
worst place to stay on the island,1
"fair hotel, worths to stay",4
You get what you pay for - and it's not that great,3
Amazing location and friendly staff!,5
Would never go back!,1
Best View,5
Lovely,3
Everything was great until Stelios started yelling..,3
Great views and very relaxing.,4
"Value hotel, excellent view and location",3
EXCELENT LOCATION AND VALUE FOR MONEY,3
Beware Of Steps!,1
Basic rooms with great views at competitive prices,4
Expensive view,4
Very pleased overall,4
Excellent Value and Service ,5
Value for money on an expensive island,3
Loved Stelios 💕💕💕,5
Stay away!,1
Very pleased overall,4
Excellent Value and Service ,5
Value for money on an expensive island,3
Loved Stelios 💕💕💕,5
Stay away!,1
Very pleased overall,4
Excellent Value and Service ,5
Value for money on an expensive island,3
Loved Stelios 💕💕💕,5
Stay away!,1
Very pleased overall,4
Excellent Value and Service ,5
Value for money on an expensive island,3
Loved Stelios 💕💕💕,5
Stay away!,1
Very pleased overall,4
Excellent Value and Service ,5
Value for money on an expensive island,3
Loved Stelios 💕💕💕,5
Stay away!,1
Very pleased overall,4
Excellent Value and Service ,5
Value for money on an expensive island,3
Loved Stelios 💕💕💕,5
Stay away!,1
Very pleased overall,4
Excellent Value and Service ,5
Value for money on an expensive island,3
Loved Stelios 💕💕💕,5
Stay away!,1
Very pleased overall,4
Excellent Value and Service ,5
Value for money on an expensive island,3
Loved Stelios 💕💕💕,5
Stay away!,1
Very pleased overall,4
Excellent Value and Service ,5
Value for money on an expensive island,3
Loved Stelios 💕💕💕,5
Stay away!,1
Very pleased overall,4
Excellent Value and Service ,5
Value for money on an expensive island,3
Loved Stelios 💕💕💕,5
Stay away!,1
Very pleased overall,4
Excellent Value and Service ,5
Value for money on an expensive island,3
Loved Stelios 💕💕💕,5
Stay away!,1
Very pleased overall,4
Excellent Value and Service ,5
Value for money on an expensive island,3
Loved Stelios 💕💕💕,5
Stay away!,1
Very pleased overall,4
Excellent Value and Service ,5
Value for money on an expensive island,3
Loved Stelios 💕💕💕,5
Stay away!,1
Mina Town - substitute room,1
Horrible experience ,1
Clean but no working aircon,3
Simply a dump and that's being kind.,1
Worst experience ever,1
Bitter sweet experience ,3
Very nice stay ,4
Terrible ,1
Simply a dump and that's being kind.,1
Worst experience ever,1
Bitter sweet experience ,3
Very nice stay ,4
Terrible ,1
Simply a dump and that's being kind.,1
Worst experience ever,1
Bitter sweet experience ,3
Very nice stay ,4
Terrible ,1
Simply a dump and that's being kind.,1
Worst experience ever,1
Bitter sweet experience ,3
Very nice stay ,4
Terrible ,1
Simply a dump and that's being kind.,1
Worst experience ever,1
Bitter sweet experience ,3
Very nice stay ,4
Terrible ,1
Simply a dump and that's being kind.,1
Worst experience ever,1
Bitter sweet experience ,3
Very nice stay ,4
Terrible ,1
Simply a dump and that's being kind.,1
Worst experience ever,1
Bitter sweet experience ,3
Very nice stay ,4
Terrible ,1
Simply a dump and that's being kind.,1
Worst experience ever,1
Bitter sweet experience ,3
Very nice stay ,4
Terrible ,1
Simply a dump and that's being kind.,1
Worst experience ever,1
Bitter sweet experience ,3
Very nice stay ,4
Terrible ,1
Simply a dump and that's being kind.,1
Worst experience ever,1
Bitter sweet experience ,3
Very nice stay ,4
Terrible ,1
Simply a dump and that's being kind.,1
Worst experience ever,1
Bitter sweet experience ,3
Very nice stay ,4
Terrible ,1
Simply a dump and that's being kind.,1
Worst experience ever,1
Bitter sweet experience ,3
Very nice stay ,4
Terrible ,1
Simply a dump and that's being kind.,1
Worst experience ever,1
Bitter sweet experience ,3
Very nice stay ,4
Terrible ,1
Simply a dump and that's being kind.,1
Worst experience ever,1
Bitter sweet experience ,3
Very nice stay ,4
Terrible ,1
Simply a dump and that's being kind.,1
Worst experience ever,1
Bitter sweet experience ,3
Very nice stay ,4
Terrible ,1
Simply a dump and that's being kind.,1
Worst experience ever,1
Bitter sweet experience ,3
Very nice stay ,4
Terrible ,1
Simply a dump and that's being kind.,1
Worst experience ever,1
Bitter sweet experience ,3
Very nice stay ,4
Terrible ,1
Simply a dump and that's being kind.,1
Worst experience ever,1
Bitter sweet experience ,3
Very nice stay ,4
Terrible ,1
Simply a dump and that's being kind.,1
Worst experience ever,1
Bitter sweet experience ,3
Very nice stay ,4
Terrible ,1
Simply a dump and that's being kind.,1
Worst experience ever,1
Bitter sweet experience ,3
Very nice stay ,4
Terrible ,1
Simply a dump and that's being kind.,1
Worst experience ever,1
Bitter sweet experience ,3
Very nice stay ,4
Terrible ,1
Simply a dump and that's being kind.,1
Worst experience ever,1
Bitter sweet experience ,3
Very nice stay ,4
Terrible ,1
"Top  Notch Property, Staff",5
Luxury & History,5
Pricey but worth it,5
A beautiful hotel!,5
Beautiful Hotel in an Unbeatable Location,5
Great SPA,5
Wonderful stay,5
"Nice stay, but not a great value",4
Great choice for Athens,5
Superb stay in Athens,5
Grande Bretagne Hotel  has awesome views ,5
Very good location,4
"Great location, Great views, Friendly and helpful staff",5
Amazing!,5
A-M-A-Z-I-N-G stay in the best location with the best staff.  Just fabulous!,5
Good hotel in central location with excellent roof top restaurant,4
Hotel with a good sleeping quality,5
One of the BEST hotel stays ever,5
Great Location,5
What can be said about this excellent experience...,5
A historic hotel with beautiful furnishings,4
High end service in perfect location ,5
not the best value for money,4
Shocked by behavior at front desk,4
An Athenian Institution - The Only Place to Stay in Athens!,5
One of the best hotels we ever visited,5
Grand Hotel in the City Center,5
Best Hotel in Athens,5
Enjoy a bit of history in the heart of Athens,5
Best of the best,5
Great hotel in the heart of Athens,5
The Grand Grande Bretagne!,5
Spectacular hotel!,5
The Grande Dame of Athens,5
Great overnight stay,5
Excellent in all categories.,5
"Caution, this is the Grand Bretagne of the pre COVID days",4
So-so for an expensive hotel,3
Amazing,5
Wonderful Hotel!,5
Wonderfull Stay,5
Highly recommend,5
Iconic city hotel!,5
Beautiful hotel!,5
A definite must in Athens.  ,5
Superb hotel in Athens,5
Grand old hotel for stop in Athens,4
Not worth the money,3
Stay here!,4
Family luxury stay with exemplary service,5
Worthy of its five stars,5
Phenomenal Service,5
Old fashioned understandard. ,3
Marvellous hospitality,5
Grand rooms. Excellent service. Nice view of Acropolis from the roof restaurant ,4
Great central hotel in Athens!,5
The Best Luxurious Property in Athens,5
Best hotel in Athens ,5
Birthday Dinner to Remember!,5
Exceptional - Luxury combined with Greek Hospitality,5
Must do visit,5
First class staff and luxury,5
Fancy but friendly ,5
Lovely weekend stay,5
a dream,5
Great city hotel in a great city,5
Grand luxury and elegance,5
Perfect! ,5
Great Stay!,5
Five stars are not enough for this hotel! Trully Grande!,5
Always absolute Perfection. Always.,5
A true palace hotel!,5
True historical hotel,5
We enjoyed every single day we spend here at Greece. from the evening walks on the beach to the warm waters.,5
Always high standard!,5
The landmark of Greek hospitality ,5
The best hotel in the Centre of Athens,5
A classic place,5
Great Location and view from balcony,5
Simply the Best,5
Luxury in heart of Athens ,5
It is indeed a Luxury hotel,5
Delightful Luxurious Hotel and yet it feels like home,5
Stunning views and delightful staff,5
Nice and elegant hotel and nice trip,5
Best hotel in Athens,5
The best hotel in Athens,5
"Lovely hotel, but very expensive, although not by European standards",5
Coffee,5
The Acropolis is Amazing!,5
Good location and luxurious hotel,4
Fantastic roof top bat,5
Excellent,5
Grand & Beautiful Hotel,5
Outstanding team - fantastic service throughout ,5
Simply wonderful,5
NICE AND WELL LOCATED HOTEL,4
Very nice hotel! Food... not so much,5
Best in Athens,5
Food n Beverage,4
Pleasant Stay,4
Exceptional,5
Marvelous!,5
Luxury in the heart of the city,5
Classical Hotel with a Splendid Breakfast  ,5
Grande Bretagne in the center of Athens,5
One of worlds best hotels ,5
From another era ,5
Fantastic place to stay,5
Great views,5
Perfect location and good experience,5
YOU OWE IT TO YOURSELF,5
Simply the best!,5
Amazing experience,5
Classic ,5
Excellent Brunch during weekends,5
Shocking service and obnoxious staff,1
One of the Jewels of Athens,5
"Expensive, but luxurious",5
Best hotel in town,5
Great views and good choice for one time in Athens visitors ,3
Close to Perfection!!! Lovely Property!!! Old Fashioned Service!!!,5
Wander Thru Only,4
If You're Looking For Perfection ...,5
Mixed Impressions,4
Incredible view of Parthenon from Rooftop Dining Room!,5
Oasis Of Calm ,5
A really good hotel. ,5
What a grand turn around,5
"A bit of a bumpy start, but enjoyable overall!",4
Great short stay.,5
Wow!,5
Great rooftop drinks,4
Best in Athens,5
Fantastic stay! ,5
Amazing Anniversary!!!,5
Truly Grand,5
"Deluxe acropolis butler, city view room 604",2
Amazing luxury and location..breakfast views of the Acropolis,5
Disappointing Room,3
Luxury says it all,5
Great Grand Bretagne,5
Beautiful hotel with great views,4
Very Nice Hotel,4
hotel is spectacular,5
Was great!,4
Athens Grand Bretagne,5
Very special ,4
Wonderful Experience,5
Spectacular Hotel with Service to Match!,5
Spectacular Choice,5
Wonderful Experience,5
Fabulous Hotel,5
Best Luxury Hotel in Athens ,5
"Great hotel, great location, great service ",5
An established luxury hotel ,5
Lovely Historic Hotel,5
The best!,5
Loved this Hotel,5
Views and service worth paying for,5
5 star hotel in the center of Athens,5
Lovely hotel right in the centre of Athens,5
Luxury in the heart of Athens ,5
A first class hotel in Athens,5
Rosie,5
Gorgeous classic hotel with excellent staff,5
Tired Old Lady - but still attractive,3
Great start to visit to Greece,5
The lap of luxury,5
AMAZING!! Perfect in Every Way!,5
Beautiful hotel in an excellent location,5
Luxury Hotel in Great Location,5
Wow,5
Best place to stay in Athens,5
My favourite hotel ,5
Glass of Wine,5
Can You Say Tourist Trap?,3
Was great way back then and still is,5
EXCELLENT HOTEL WITH MAGNIFICENT VIEWS,5
Solid restaurant ,4
"Beautiful, classic hotel in Athens with views of the Parthenon and outstanding service",5
Beautiful and Classic ,5
A classic hotel in a perfect location,5
Best hotel in Athens,5
Top-notch hotel with excellent amenities and service ,5
Flawless,5
GR8 Experience,5
Great Hotel,5
Superb ,5
Great Hotel!,5
Best place to stay in Athens,5
Totally worth it,5
Doesn’t get better,5
"Great Hotel, excellent location.",4
Absolutely the best!,5
Perfection,5
Best Hotel in all of Athens,5
Great Hotel,5
amazing hotel,5
Wonderful customer service,5
Group travel,5
Brief 2 day Stay in Athens,5
One of the nicest hotels I have ever stayed at,5
Disappointed,3
Wonderful hotel in a magical town--,5
Beautiful hotel with the perfect location to everything ,5
No contest. It IS the best hotel!!,5
Charming hospitality ,5
Great Hotel - Amazing Dinner,5
Lovely ,5
Great hotel in great location,5
AMAZING HOTEL,5
Great with kids in July,5
A grand stay at the Grande Bretagne,5
RIVALS THE WORLD BEST!,5
Excellent hotel ,5
Great Location average hotel,3
Mom Daughter Trip,5
AMAZING Period,5
Excellent Service,5
Great Classic Hotel,5
Excellent Luxury Hotel,5
Great & well located hotel,5
Great base for Athens,5
"Nice hotel, nice location, superb rooftop bar",4
Stunning  roof top bar,5
Luxurious & glorious stay,5
Beautiful hotel in a perfect location,5
Grande Bretagne Athens ,5
Amazing,5
Great location at a historic hotel,4
A magnificent hotel,5
Not as good as it should be ,4
Pure Luxury,5
Fantastic location. Lovely hotel.,5
Impeccable Dining Experience at the Roof,5
Best view in Athens,5
"Exceptional rooms, atmosphere & rooftop dining!",5
If these walls could talk :),5
luxurious accomidations,5
